firstname,lastname,country,disciplin_id,chance,desc
,Vogt/Michel,sui,bobsled-2-men,1,"Switzerland’s top hope who secured several top-5 finishes this winter before a late-season injury scare. If fully healthy, their aerodynamic sled and smooth driving lines make them constant podium threats."
,Team Germany - Lochner,ger,bobsled-4-men,5,"The 2025/2026 World Cup overall champion. He won the season opener on the Olympic track in Cortina and has been the most consistent pilot all winter. With a push crew that includes Georg Fleischhauer, they have the perfect balance of start power and technical driving."
,Team Germany - Ammour,ger,bobsled-4-men,3,"The breakout star who won the final World Cup race of the season in Altenberg (Jan 18, 2026). Along with his brother Issam Ammour, he has the fastest start times in the world. If he maintains his recent form, an all-German podium sweep is a very real possibility."
,Team Germany - Friedrich,ger,bobsled-4-men,3,"The ""G.O.A.T."" of bobsled. Although he finished 2nd in the overall standings, he won in Winterberg this January and remains the master of the four-run Olympic format. He is ""high variance"" only because he has faced mechanical issues and tighter competition this year than in previous Olympic cycles."
,Team Italy - Baumgartner,ita,bobsled-4-men,1,"The ""Local Hero."" He secured a podium in Innsbruck earlier this season and knows the Cortina track better than anyone. Fuelled by the home fans, his familiarity with the Eugenio Monti curves could propel him into the medals."
,Team GBR - Hall,gbr,bobsled-4-men,2,"The best non-German sled in the world, finishing 4th in the overall standings. Hall is a ""big-game hunter"" who thrives on the world's most difficult tracks. With a fully healthy Taylor Lawrence back in the sled, they are the primary threat to break the German dominance."
,Team Korea - Kim,kor,bobsled-4-men,1,"Made history with Korea’s first-ever 4-man podium in the Cortina season opener. While they’ve been more erratic on European tracks, they clearly love the Olympic venue."
,Team Austria - Treichel,aut,bobsled-4-men,1,A model of consistency who finished the season strong with a 5th place in Altenberg. He is a veteran who rarely makes mistakes and is perfectly positioned to pounce if the favorites falter.
,Team Switzerland - Vogt,sui,bobsled-4-men,1,"Switzerland’s top hope who secured a bronze in St. Moritz just two weeks ago. He is a technical specialist who finds speed in the transitions where other pilots struggle, making him a major podium threat on the Cortina ice."
Ebba,Andersson,swe,crosscountry-skiing-skiathlon-women,4,"The reigning World Champion and 2026 World Cup 10km Freestyle winner. She is the strongest ""pure"" distance skier, but after finishing 3rd behind Diggins in the Trondheim World Cup, she knows she must drop the American before the final kilometer."
Jessie,Diggins,usa,crosscountry-skiing-skiathlon-women,3,The current World Cup leader and winner of the December Trondheim Skiathlon. Her ability to survive the classic leg and unleash a lethal skating sprint makes her the definitive favorite for gold in her Olympic swan song.
Heidi,Weng,nor,crosscountry-skiing-skiathlon-women,2,"The silver medalist from the Trondheim World Cup. She is in her best form in years and is a specialist in high-altitude racing, making her a serious threat to spoil the US-Sweden rivalry."
Moa,Ilar,swe,crosscountry-skiing-skiathlon-women,2,The most consistent Swedish skier this January. She finished 2nd in the recent 10km Freestyle in Trondheim and has the endurance to hang with the leaders until the very end.
Frida,Karlsson,swe,crosscountry-skiing-skiathlon-women,2,"A wildcard who can destroy the field on her best day but struggled with positioning in Trondheim (finishing 5th). Her high-risk, high-reward style makes her a gold-or-bust contender."
Teresa,Stadlober,aut,crosscountry-skiing-skiathlon-women,1,The ultimate altitude specialist. She always finds an extra gear in Val di Fiemme and finished a strong 8th in the Trondheim World Cup tune-up.
Astrid,Slind,nor,crosscountry-skiing-skiathlon-women,2,A marathon expert who thrives as the race gets longer and harder. She led much of the Trondheim World Cup race and will likely try to break the pack early in Val di Fiemme.
Jonna,Sundling,swe,crosscountry-skiing-skiathlon-women,3,A sprint legend who can stay with the distance pack if the pace isn't suicidal; she remains the most dangerous person to have in a 100m dash to the line.
Nadja,Kaelin,sui,crosscountry-skiing-skiathlon-women,1,"The breakout Swiss talent who has been a top-10 regular this winter and excels on technical, hilly courses."
Karoline,Simpson-Larsen,nor,crosscountry-skiing-skiathlon-women,1,
Kerttu,Niskanen,fin,crosscountry-skiing-skiathlon-women,1,
Krista,Parmakoski,fin,crosscountry-skiing-skiathlon-women,1,
Jessie,Diggins,usa,crosscountry-skiing-10km-free-women,3,"The undisputed queen of the 10km Freestyle. She is the reigning World Champion in this event and has won nearly every major individual freestyle race this season. In an interval start where she can ""hunt"" the times of others, she is the clear gold medal favorite."
Moa,Ilar,swe,crosscountry-skiing-10km-free-women,2,A revelation in freestyle this year; she finished 2nd in the Trondheim 10km Freestyle (Dec 2025) and has become the most consistent skater on the deep Swedish team.
Ebba,Andersson,swe,crosscountry-skiing-10km-free-women,4,"While she is world-class in both techniques, she is often slightly more vulnerable in pure skating compared to Diggins. However, her high-altitude engine is so massive that she remains a lock for a medal and the biggest threat to Diggins' gold."
Karoline,Simpson-Larsen,nor,crosscountry-skiing-10km-free-women,2,"The breakthrough star of the winter who shocked the field by winning the Alpe Cermis Final Climb and the Davos 10km Freestyle, making her Norway’s premier gold medal threat in the skating interval start."
Astrid,Slind,nor,crosscountry-skiing-10km-free-women,3,"Primarily known for her endurance, she has improved her skating significantly and could use her massive engine to snag a bronze if the conditions are slow and heavy."
Heidi,Weng,nor,crosscountry-skiing-10km-free-women,2,"A specialist on the hilly Val di Fiemme tracks. She excels at skating on steep terrain, which is exactly what the Olympic course offers."
Frida,Karlsson,swe,crosscountry-skiing-10km-free-women,2,"The winner of several freestyle races this season, including a dominant performance in Davos. She is ""high variance"" because she often starts at a pace that is impossible to sustain, leading to dramatic final-kilometer battles."
Teresa,Stadlober,aut,crosscountry-skiing-10km-free-women,1,"Thrives at altitude and in the freestyle technique. She has multiple top-5 finishes in 10km skating races this January and will be the ""dark horse"" everyone is watching."
Helen,Hoffmann,ger,crosscountry-skiing-10km-free-women,1,"The former U23 World Champion who has successfully transitioned to the senior elite, highlighted by a top-10 finish in the grueling Val di Fiemme mass start and a consistent ability to out-climb veteran racers."
Jonna,Sundling,swe,crosscountry-skiing-10km-free-women,2,
Maria,Gismondi,ita,crosscountry-skiing-10km-free-women,1,
Jessie,Diggins,usa,crosscountry-skiing-50km-classic-women,2,"While she is better known for skating, her 4th place in the Oberhof 10km Classic (Jan 18, 2026) proved her classic form is at an all-time high. Her grit is unmatched, though 50km of classic is the most physically demanding test for her."
Ebba,Andersson,swe,crosscountry-skiing-50km-classic-women,3,"The gold standard for long-distance classic racing. She is the 2023 World Champion in the 30km Classic and has dominated marathon-style events this season. Her engine is perfectly tuned for the 50km distance, and she rarely has a ""bad"" day in the classic technique."
Moa,Ilar,swe,crosscountry-skiing-50km-classic-women,1,"After her massive 10km Freestyle win in Holmenkollen and a top-5 distance ranking this season, she has proven she can hang with the elite; however, she'll need to stay patient during the classic leg to ensure she has enough ""juice"" for the final 10km of a 50km marathon."
Teresa,Stadlober,aut,crosscountry-skiing-50km-classic-women,2,"The altitude queen. She has a history of peaking for the longest races of the season and finished on the podium in the Toblach 10km Classic this winter. She will be the ""home"" favorite in the Alps."
Frida,Karlsson,swe,crosscountry-skiing-50km-classic-women,3,"The reigning 50km World Champion (from Trondheim 2025). While she won that title in Freestyle, she is a powerhouse in Classic as well. She is ""high variance"" because her aggressive racing style can lead to early breakaways that either result in a dominant gold or a late-race ""bonk."""
Heidi,Weng,nor,crosscountry-skiing-50km-classic-women,2,A veteran who has found a second wind this season. She finished 2nd in the 50km at the 2025 World Championships and thrives at high altitude. Her tactical intelligence in mass starts makes her a safe bet for the podium.
Astrid,Slind,nor,crosscountry-skiing-50km-classic-women,3,"A long-distance specialist who competes in both the World Cup and the Ski Classics marathon circuit. She is arguably the strongest ""pure"" classic pacer in the world over 50km. If the pace is high from the start, she can break the sprinters."
Jasmi,Joensuu,fin,crosscountry-skiing-50km-classic-women,1,"The reigning Sprint World Cup champion is a classic-technique maestro who recently won on the Olympic track in Val di Fiemme, but while her technical ""kick"" is world-class, her endurance over 50km remains a major question mark against the pure distance specialists."
Kerttu,Niskanen,fin,crosscountry-skiing-50km-classic-women,2,"A classic-technique maestro. If the conditions are ""old school"" (icy and technical), she is a top-3 contender. At age 37, the 50km distance is a massive test of her recovery, but her technical efficiency saves her energy."
Johanna,Matintalo,fin,crosscountry-skiing-50km-classic-women,1,
Katharina,Hennig,ger,crosscountry-skiing-50km-classic-women,1,
Team,Sweden - Cross Country Women,swe,crosscountry-skiing-relay-women,5,
Team,Norway - Cross Country Women,nor,crosscountry-skiing-relay-women,3,
Team,Germany - Cross Country Women,ger,crosscountry-skiing-relay-women,2,
Team,Finland - Cross Country Women,fin,crosscountry-skiing-relay-women,2,
Team,USA - Cross Country Women,usa,crosscountry-skiing-relay-women,1,
Team,Switzerland - Cross Country Women,sui,crosscountry-skiing-relay-women,1,
Jasmi,Joensuu,fin,crosscountry-skiing-sprint-classic-women,2,"The clear winner of the Val di Fiemme Olympic rehearsal (Jan 3, 2026); her mastery of the specific climbs and transitions on this Italian track makes her a primary podium threat."
Maja,Dahlqvist,swe,crosscountry-skiing-sprint-classic-women,2,A bronze medalist in the Ruka opener and 4th in the Val di Fiemme rehearsal; her veteran experience makes her a dangerous threat in the chaotic environment of a sprint final.
Nadine,Faehndrich,sui,crosscountry-skiing-sprint-classic-women,2,"The silver medalist from the Val di Fiemme test event; she is a technical specialist who excels on the winding, hilly courses typical of the Milano-Cortina Games."
Jonna,Sundling,swe,crosscountry-skiing-sprint-classic-women,4,"The defending champion who secured a brilliant silver in Ruka; while she has balanced distance and sprint training this year, her classic technique is still arguably the most efficient in the field."
Johanna,Hagstroem,swe,crosscountry-skiing-sprint-classic-women,2,The in-form Swedish star who delivered a tactical masterpiece to win the Trondheim Classic Sprint in December; she is currently the most consistent challenger to Skistad’s throne.
Johanna,Matintalo,fin,crosscountry-skiing-sprint-classic-women,1,"A finalist in both Ruka and Val di Fiemme this season; she is a classic-style purist who can maintain a high pace that eventually snaps more ""explosive"" sprinters."
Kristine,Skistad,nor,crosscountry-skiing-sprint-classic-women,3,"The world #1 who proved her dominance by winning the Ruka season opener; despite skipping the Val di Fiemme test, her raw power in the final 100 meters remains the gold standard."
Linn,Svahn,swe,crosscountry-skiing-sprint-classic-women,3,
Jessie,Diggins,usa,crosscountry-skiing-sprint-classic-women,1,"While not her specialty, her 7th-place finish in the Val di Fiemme rehearsal proves she can survive the classic heats; if she reaches the final, her ""never-say-die"" spirit makes her a dark horse."
Laura,Gimmler,ger,crosscountry-skiing-sprint-classic-women,1,
Team,Sweden - Cross Country Sprint Women,swe,crosscountry-skiing-team-sprint-women,5,
Team,Norway - Cross Country Sprint Women,nor,crosscountry-skiing-team-sprint-women,3,
Team,Germany - Cross Country Sprint Women,ger,crosscountry-skiing-team-sprint-women,2,
Team,Finland - Cross Country Sprint Women,fin,crosscountry-skiing-team-sprint-women,1,
Team,USA - Cross Country Sprint Women,usa,crosscountry-skiing-team-sprint-women,1,
Team,Switzerland - Cross Country Sprint Women,sui,crosscountry-skiing-team-sprint-women,2,
Johannes,Klaebo,nor,crosscountry-skiing-sprint-classic-men,5,"The greatest sprinter in history. He has won every classic sprint he entered this season, including Ruka, Trondheim, and the Val di Fiemme Olympic rehearsal. His ability to accelerate on the steepest part of a climb is a ""cheat code"" that no one has solved yet."
Oskar,Opstad Vike,nor,crosscountry-skiing-sprint-classic-men,2,
Jules,Chappaz,fra,crosscountry-skiing-sprint-classic-men,2,"The silver medalist from the Val di Fiemme test event (Jan 3, 2026). He has proven he loves the Italian tracks and is the best non-Scandinavian classic sprinter in the world right now."
Erik,Valnes,nor,crosscountry-skiing-sprint-classic-men,3,"The only man who consistently pushes Klæbo to the limit in the classic technique. He secured silver in Ruka and is a technical master; however, he is ""high variance"" because he occasionally suffers from tactical positioning issues in crowded semi-finals."
Harald,Oestberg Amundsen,nor,crosscountry-skiing-sprint-classic-men,1,
Anton,Grahn,swe,crosscountry-skiing-sprint-classic-men,1,"The young Swedish hope who took 3rd in the Val di Fiemme test event. He represents the ""new wave"" of Swedish sprinting and has the raw speed to spoil a Norwegian sweep."
Federico,Pellegrino,ita,crosscountry-skiing-sprint-classic-men,1,"The home-crowd favorite. While he prefers skating, ""Chicco"" is a tactical genius who finished 4th in the Val di Fiemme rehearsal. In front of a partisan Italian crowd, he is capable of a legendary ""sunset"" performance in his final Games."
Lauri,Vuorinen,fin,crosscountry-skiing-sprint-classic-men,1,"A model of consistency who has made nearly every classic final this season, including a 6th in Ruka. He is a classic-striding purist who benefits if the tracks are slow and heavy."
Alvar,Mhylback,swe,crosscountry-skiing-sprint-classic-men,2,
Gus,Schumacher,usa,crosscountry-skiing-sprint-classic-men,1,
Edvin,Anger,swe,crosscountry-skiing-sprint-classic-men,2,
Simone,Mocellini,ita,crosscountry-skiing-sprint-classic-men,1,
Team,Norway - Cross Country Sprint Men,nor,crosscountry-skiing-team-sprint-men,5,
Team,Italy - Cross Country Sprint Men,ita,crosscountry-skiing-team-sprint-men,3,
Team,USA - Cross Country Sprint Men,usa,crosscountry-skiing-team-sprint-men,2,
Team,Sweden - Cross Country Sprint Men,swe,crosscountry-skiing-team-sprint-men,2,
Team,Switzerland - Cross Country Sprint Men,sui,crosscountry-skiing-team-sprint-men,1,
Team,France - Cross Country Sprint Men,fra,crosscountry-skiing-team-sprint-men,2,
Team,Germany - Cross Country Sprint Men,ger,crosscountry-skiing-team-sprint-men,1,
Team,Finalnd - Cross Country Sprint Men,fin,crosscountry-skiing-team-sprint-men,1,
Einar,Hedegart,nor,crosscountry-skiing-10km-free-men,4,"The new sensation. He shocked the world by winning the 10km Freestyle in both Trondheim and Davos this December. He is ""high variance"" only because he is young and this is his first Olympics, but his raw speed right now is the best in the world."
Harald,Amundsen,nor,crosscountry-skiing-10km-free-men,3,"The king of the 10km freestyle. He has been the most consistent skater over this distance for two seasons, winning in Ruka and finishing a close 2nd in Davos. His ability to pace an interval start is scientifically precise."
Johannes,Klaebo,nor,crosscountry-skiing-10km-free-men,2,"While known for sprinting, his 4th place in the Davos 10km and his overall 2026 Tour de Ski victory prove he is now a premier distance skater. If he starts behind a specialist like Amundsen and can ""hunt"" their times, he is a gold medal threat."
Martin,Nyenget,nor,crosscountry-skiing-10km-free-men,3,
Arsi,Ruuskanen,fin,crosscountry-skiing-10km-free-men,1,"Finland’s most consistent distance improver this winter, he has secured three top-10 finishes in World Cup classic and freestyle races since December and represents a legitimate podium threat in the grueling 50km Classic."
Mathis,Desloges,fra,crosscountry-skiing-10km-free-men,1,A stylish and efficient skater from France who has become a staple of the World Cup top-10 this season.
Jules,Lapierre,fra,crosscountry-skiing-10km-free-men,1,"The ""Alpe Cermis specialist"" who recently proved his world-class climbing form with a 2nd place in the Val di Fiemme vertical mass start (January 4, 2026), making him a dangerous outsider for a medal on the punishing Olympic freestyle loops."
Andrew,Musgrave,gbr,crosscountry-skiing-10km-free-men,1,"A relentless pacer whose ""diesel engine"" is perfectly suited for the 10km grind against the clock."
Gus,Schumacher,usa,crosscountry-skiing-10km-free-men,1,"Coming off a historic season that included a World Cup win, he finished 7th in the Tour de Ski and has become a top-tier freestyle pacer."
Mika,Vermeulen,aut,crosscountry-skiing-10km-free-men,1,
William,Poromaa,swe,crosscountry-skiing-10km-free-men,2,
Edvin,Anger,swe,crosscountry-skiing-10km-free-men,1,
Elia,Barp,ita,crosscountry-skiing-10km-free-men,1,
Johannes,Klaebo,nor,crosscountry-skiing-skiathlon-men,5,The gold standard who has combined his legendary sprint finish with world-leading distance endurance to become nearly unbeatable in mass starts.
Harald,Amundsen,nor,crosscountry-skiing-skiathlon-men,3,A freestyle powerhouse who will likely be the one to launch the decisive attack midway through the skating leg.
Martin,Nyenget,nor,crosscountry-skiing-skiathlon-men,3,
Emil,Iversen,nor,crosscountry-skiing-skiathlon-men,2,A savvy veteran whose resurgence has added a dangerous layer of experience to the already dominant Norwegian squad.
Mika,Vermeulen,aut,crosscountry-skiing-skiathlon-men,2,Austria’s engine who has become the most consistent threat to a Norwegian sweep in distance events.
Mathis,Desloges,fra,crosscountry-skiing-skiathlon-men,1,"France's rising distance talent who proved his championship mettle with an 8th-place finish in the 2026 Tour de Ski, establishing himself as a top-10 threat in the Olympic interval start events."
Elia,Barp,ita,crosscountry-skiing-skiathlon-men,1,Italy's rising star who has the tactical awareness to stay with the lead group and ride the home-crowd energy to a top result.
Andrew,Musgrave,gbr,crosscountry-skiing-skiathlon-men,1,"Heading into his historic fifth Olympic Games with fresh momentum from an 8th-place finish on the Val di Fiemme final climb, the veteran remains a dangerous long-shot who thrives when the conditions are most grueling."
Federico,Pellegrino,ita,crosscountry-skiing-skiathlon-men,1,
Edvin,Anger,swe,crosscountry-skiing-skiathlon-men,1,
William,Poromaa,swe,crosscountry-skiing-skiathlon-men,1,
Gus,Schumacher,usa,crosscountry-skiing-skiathlon-men,1,
Hugo,Lapalus,fra,crosscountry-skiing-skiathlon-men,1,
Calle,Halfvarsson,swe,crosscountry-skiing-skiathlon-men,1,
Ivo,Niskanen,fin,crosscountry-skiing-skiathlon-men,1,
Johannes,Klaebo,nor,crosscountry-skiing-50km-classic-men,4,The undisputed king of the sport who now possesses the endurance to survive 50km and the speed to win any sprint finish.
Ivo,Niskanen,fin,crosscountry-skiing-50km-classic-men,2,"A classic-technique legend who will likely determine the outcome of the race with a massive, mid-race solo attack."
Mattis,Stenshagen,nor,crosscountry-skiing-50km-classic-men,2,The definitive breakthrough star of the 2026 season who proved his classic pedigree by beating Klæbo in the Toblach 10km Classic (Dec 2025); his massive aerobic engine and recent Tour de Ski podium make him a contender for the 50km gold.
Edvin,Anger,swe,crosscountry-skiing-50km-classic-men,1,"Sweden's aggressive young powerhouse who has transitioned from a pure sprinter to a distance threat, evidenced by his 3rd place in the Toblach 20km Classic (Jan 2026); while 50km is a new frontier for him, his finishing kick is a nightmare for the field if he is still there at the 49km mark."
Federico,Pellegrino,ita,crosscountry-skiing-50km-classic-men,1,The Italian icon who will rely on home-crowd inspiration to try and stay in contention for one final Olympic miracle.
Elia,Barp,ita,crosscountry-skiing-50km-classic-men,1,"The local hope who has become a consistent top-10 finisher in the classic technique this winter; while he is still developing the ""diesel"" required for a 50km marathon, the home crowd in Val di Fiemme could propel him to a surprise result."
Martin,Nyenget,nor,crosscountry-skiing-50km-classic-men,4,"The most technically proficient classic skier in the field, currently in the best form of his career."
Gus,Schumacher,usa,crosscountry-skiing-50km-classic-men,1,"Fresh off a historic 5km Freestyle win in Toblach (Dec 2025) and a top-10 finish in the Tour de Ski overall, the American leader has significantly improved his classic pacing and enters the 50km as the most likely non-European to crash the podium."
Emil,Iversen,nor,crosscountry-skiing-50km-classic-men,2,
Andrew,Musgrave,gbr,crosscountry-skiing-50km-classic-men,1,
Mika,Vermeulen,aut,crosscountry-skiing-50km-classic-men,1,
William,Poromaa,swe,crosscountry-skiing-skiathlon-men,1,
Team,Norway - Cross Country Men,nor,crosscountry-skiing-relay-men,5,
Team,Sweden - Cross Country Men,swe,crosscountry-skiing-relay-men,2,
Team,France - Cross Country Men,fra,crosscountry-skiing-relay-men,3,
Team,Switzerland - Cross Country Men,sui,crosscountry-skiing-relay-men,1,
Team,Italy - Cross Country Men,ita,crosscountry-skiing-relay-men,3,
Team,USA - Cross Country Men,usa,crosscountry-skiing-relay-men,2,
Team,Finland - Cross Country Men,fin,crosscountry-skiing-relay-men,1,
Team,Germany - Cross Country Men,ger,crosscountry-skiing-relay-men,1,
,Constantini/Mosaner,ita,curling-mixed-doubles,4,The reigning Olympic and World champions who haven't lost a major international game in years and are playing on their home ice.
,Dodds/Mouat,gbr,curling-mixed-doubles,3,"A tactical powerhouse led by Bruce Mouat, looking to upgrade their 2025 World Silver to Olympic Gold."
,Skaslien/Nedregotten,nor,curling-mixed-doubles,1,"The most consistent pair in Olympic history, bringing veteran stability and world-class shot-making to their third Games."
,Kaldvee/Lill,est,curling-mixed-doubles,1,"The rising stars of European curling who have proven they can go toe-to-toe with the traditional ""Big Four"" nations."
,Wrana/Wrana,swe,curling-mixed-doubles,2,"A sibling pair with an aggressive, high-risk style that can dismantle even the best defensive teams."
,Thiesse/Dopkin,usa,curling-mixed-doubles,2,A high-energy duo that relies on aggressive sweeping and explosive takeouts to dictate the pace of the game.
,Peterman/Gallant,can,curling-mixed-doubles,2,A resilient duo looking to reclaim Canada’s spot at the top of the podium after a disappointing 2022 result.
,Schwaller/Schwaller,sui,curling-mixed-doubles,1,"Technical experts who specialize in precision placement and managing the ""power play"" ends effectively."
Team,GBR - Curling Men,gbr,curling-team-men,4,"The world’s top-ranked team and reigning World Champions, defined by Bruce Mouat’s surgical precision and perfect team chemistry."
Team,Canada - Curling Men,can,curling-team-men,3,"A ""Super Team"" of Olympic gold medalists who survived the world’s hardest qualification process to represent the Maple Leaf."
Team,Sweden - Curling Men,swe,curling-team-men,2,The defending champions who may be aging but remain the most tactically brilliant squad to ever step on the ice.
Team,Switzerland - Curling Men,sui,curling-team-men,3,"The defensive masters of the tour, specializing in low-scoring battles and clinical execution under pressure."
Team,Italy - Curling Men,ita,curling-team-men,2,"The home-town heroes who have transformed into a global powerhouse, capable of beating any team when their ""big weight"" hits are landing."
Team,Chin - Curling Men,chn,curling-team-men,1,
Team,Norway - Curling Men,nor,curling-team-men,1,A steady and experienced squad that relies on tactical endurance to wear down their opponents over ten ends.
Team,Germany – Curling Men,ger,curling-team-men,1,
Team,Switzerland - Curling Women,sui,curling-team-women,3,"The most successful tactical unit of the modern era, seeking to finally add Olympic gold to their haul of four world titles."
Team,Canada - Curling Women,can,curling-team-women,5,"A dominant force led by Rachel Homan, currently in the middle of a historic multi-season winning streak that has returned Canada to the top of the podium."
Team,Korea - Curling Women,kor,curling-team-women,2,A clinical and efficient team that has become a permanent fixture in the global top three over the last two seasons.
Team,Sweden - Curling Women,swe,curling-team-women,2,Experienced championship fighters who know how to navigate the pressure of a 10-day Olympic tournament better than anyone else.
Team,China - Curling Women,chn,curling-team-women,1,A disciplined and patient squad that has successfully returned to elite international competition with a top-tier world ranking.
Team,GBR - Curling Women,gbr,curling-team-women,1,A developing powerhouse looking to recapture the gold-medal magic of Eve Muirhead’s 2022 championship run.
Team,Italy - Curling Women,ita,curling-team-women,1,The local heroes whose knowledge of the Cortina ice and home-crowd support makes them a dangerous playoff contender.
Team,Japan – Curling Women,jpn,curling-team-women,1,
,Chock/Bates,usa,figure-skating-ice-dance,5,"The ultimate veterans whose consistency and ""star power"" make them the heavy favorites to complete their trophy cabinet with individual Olympic Gold."
,Fournier-Beaudry/Cizeron,fra,figure-skating-ice-dance,3,A partnership of two individual legends that combines Cizeron's world-leading edges with Fournier-Beaudry’s power; the only team capable of out-scoring the Americans.
,Gilles/Poirieir,can,figure-skating-ice-dance,2,"Canada’s heart and soul, relying on avant-garde choreography and a deep emotional connection to challenge for the top step."
,Guignard/Fabbri,ita,figure-skating-ice-dance,2,The Italian icons who will use home-ice advantage and veteran precision to hunt for Italy's first-ever Olympic ice dance medal.
,Fear/Gibson,gbr,figure-skating-ice-dance,2,"The high-energy British duo who have redefined ""entertainment"" in the sport, making them a perennial threat for a podium spot."
,Lajoie/Lagha,can,figure-skating-ice-dance,1,"Known for their explosive speed and youthful charisma, they are the dark horse favorites to upset the established hierarchy."
,Zingas/Kolesnik,usa,figure-skating-ice-dance,1,The rising stars of American ice dance who proved at the 2026 Nationals that they belong on the world's biggest stage.
,Reed/Ambrulevicius,ltu,figure-skating-ice-dance,1,"A powerful, technical team representing Lithuania that has become a ""spoiler"" for the traditional big skating nations."
,Miura/Kihara,jpn,figure-skating-pair,4,The world-leaders who pair incredible speed with emotional choreography; they are the favorites to give Japan its first-ever Olympic Pairs gold.
,Hase/Volodin,ger,figure-skating-pair,3,A technically aggressive German team that possesses the raw power to win gold if they can avoid the unforced errors that plagued their European campaign.
,Sui/Han,chn,figure-skating-pair,3,"The ""Bridge Over Troubled Water"" legends whose return has electrified the sport; their artistry remains unmatched if their bodies can hold up."
,Metelkina/Berulava,geo,figure-skating-pair,2,"A powerhouse Georgian duo whose ""Bolero"" program just conquered Europe and signaled they are ready to dethrone the veterans."
,Conti/Macii,ita,figure-skating-pair,2,"Italy’s premier pair who will carry the hopes of the Milano-Cortina crowd; they excel in the ""theatrical"" side of pairs skating."
,Stellato-Dudek/Deschamps,can,figure-skating-pair,1,The Canadian veterans aiming to prove that their 2024 World Title wasn't a fluke and that they can still battle for an Olympic medal.
,Efimova/Mitrofanov,usa,figure-skating-pair,1,"The primary American hope, bringing a fresh technical energy to a US program looking to return to the global podium."
,Pavlova/Sviatchenko,hun,figure-skating-pair,1,"Hungary’s first major pairs threat in decades, known for their ""unshakeable"" technical consistency under pressure."
Alysa,Liu,usa,figure-skarting-single-women,4,The world-leading all-rounder whose combination of technical difficulty and championship poise makes her the woman to beat for Olympic Gold.
Kaori,Sakamoto,jpn,figure-skarting-single-women,4,The veteran legend who relies on world-class skating skills and massive jump quality to offset her lack of a triple Axel.
Amber,Glenn,usa,figure-skarting-single-women,3,"The high-risk, high-reward American champion whose triple Axel makes her the most dangerous technical skater in the field."
Mone,Chiba,jpn,figure-skarting-single-women,1,"Japan’s model of consistency, known for her beautiful edges and ability to deliver clean programs under the highest pressure."
Ami,Nakai,jpn,figure-skarting-single-women,2,A young technical sparkplug for Japan who provides a second triple-Axel threat to the international podium.
Isabeau,Levito,usa,figure-skarting-single-women,1,An artistic specialist whose intricate choreography and flexibility often earn her the highest component marks of the night.
Niina,Petrokina,est,figure-skarting-single-women,1,The Queen of European skating who has proven she can outscore the world's best when she skates clean.
Ilia,Malinin,usa,figure-skarting-single-men,5,"A technical phenomenon whose ""Quad Axel"" and seven-quad layout have made him virtually unbeatable in the current scoring system."
Yuma,Kagiyama,jpn,figure-skarting-single-men,3,"The artistic heir to Yuzuru Hanyu, possessing the deep edges and soft landings that judges absolutely adore."
Adam,Siao Him Fa,fra,figure-skarting-single-men,2,A creative powerhouse for France who is capable of the highest technical scores outside of the USA.
Mikhail,Shaidorov,kaz,figure-skarting-single-men,2,"The 2025 World Silver Medalist and Four Continents Champion is a technical pioneer who lands world-first combinations (like the triple Axel-quad Toe), and if he delivers his massive ""Diva Dance"" free skate cleanly, he is a lock for the Olympic podium."
Shun,Sato,jpn,figure-skarting-single-men,2,"The 2026 Japanese National Silver Medalist has combined his explosive quadruple Lutz with a new artistic depth choreographed by Guillaume Cizeron, making him a consistent 280+ point threat who recently took Bronze at the Grand Prix Final."
Matteo,Rizzo,ita,figure-skarting-single-men,1,Italy’s best hope for a singles medal; he relies on sophisticated choreography and the energy of the home crowd.
Nika,Egadze,geo,figure-skarting-single-men,1,"The newly crowned King of Europe who has transformed from a ""junior talent"" into a legitimate Olympic medal threat in the last six months."
Daniel,Grassl,ita,figure-skarting-single-men,1,
Team,USA - Figure Skating,usa,figure-skarting-team-event,5,
Team,Japan - Figure Skating,jpn,figure-skarting-team-event,3,
Team,Italy - Figure Skating,ita,figure-skarting-team-event,2,
Team,Canada - Figure Skating,can,figure-skarting-team-event,2,
Team,France - Figure Skating,fra,figure-skarting-team-event,1,
Team,South Korea - Figure Skating,kor,figure-skarting-team-event,1,
Team,Georgia - Figure Skating,geo,figure-skarting-team-event,1,
Mathilde,Gremaud,sui,freeski-slopestyle-women,3,The gold standard of women's freeskiing; her combination of power and technical precision makes her the woman to beat for a second consecutive Olympic title.
Eileen,Gu,chn,freeski-slopestyle-women,3,"A global icon coming off a historic 20th World Cup win, bringing unmatched ""big game"" experience to her quest for slopestyle redemption."
Kirsty,Muir,gbr,freeski-slopestyle-women,3,The young British phenom who has proven this month that she can beat both Gremaud and Gu when her technical rail sections are flawless.
Marin,Hamill,usa,freeski-slopestyle-women,1,The leader of the US team whose recent silver in Laax proves she has the difficulty and form to battle for an Olympic medal.
Megan,Oldham,can,freeski-slopestyle-women,2,"A high-difficulty specialist for Canada who possesses the ""triple-threat"" tricks necessary to jump to the top of the leaderboard."
Lara,Wolf,aut,freeski-slopestyle-women,1,Austria’s most consistent performer who has spent the last year cementing her place as a permanent podium threat at major championships.
